Vehicle Type,Engine Package,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Transmission - CVT (Non-Hybrid)
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2008","20","0.021649","24.89200","19.87844","16.88993","22.94057","447.06727","526.17143","387.39221","4000.000","47.80000","140.0000","244.0000","7.5918","1.742857","0.061000","39.75688","1.000","-","-","-","-","1.000","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2009","8","0.013051","25.43900","20.17033","17.49380","22.80216","440.59764","508.00856","389.74379","4000.000","47.80000","140.0000","244.0000","7.4211","1.742857","0.061000","40.34066","1.000","-","-","-","-","1.000","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2010","240","0.261861","29.46461","23.43979","19.60563","27.49635","379.14161","453.28817","323.20648","4148.263","48.32181","160.1901","214.9265","8.8789","1.332129","0.051557","49.18490","0.670","0.330","-","-","-","1.000","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2011","333","0.276285","29.33352","23.25368","19.40227","27.34917","382.17604","458.03924","324.94591","4125.786","49.00931","157.7395","209.9642","8.9977","1.321234","0.050626","48.52687","0.669","0.331","-","-","-","1.000","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2012","500","0.395368","29.31913","23.10916","19.34844","27.07985","384.56607","459.31359","328.17759","4104.557","48.51757","161.2243","213.1503","8.8521","1.325521","0.051698","47.99454","0.697","0.303","-","0.001","-","0.999","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2013","724","0.477900","31.37330","24.47954","20.65197","28.45847","363.03792","430.32223","312.27959","4022.575","47.66710","146.4769","210.6380","8.7805","1.467990","0.052067","49.57150","0.858","0.124","0.018","0.003","-","0.997","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2014","812","0.518290","30.71079","23.87953","20.27345","27.58037","372.15980","438.35648","322.22195","3946.037","47.22963","147.8532","207.9686","8.7432","1.435001","0.052410","47.39011","0.850","0.144","0.007","0.004","-","0.996","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2015","898","0.527792","31.71804","24.71525","21.06708","28.42915","359.57550","421.84307","312.60172","3945.438","47.32757","153.4900","212.7744","8.6180","1.404416","0.053589","49.13203","0.849","0.130","0.021","0.001","-","0.868","-","-","0.130"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2016","917","0.490266","32.73623","25.45524","21.87765","29.03737","349.12259","406.21368","306.05387","3866.710","47.18266","143.1612","205.5850","8.6384","1.466123","0.053004","49.57916","0.826","0.153","0.022","0.001","0.060","0.788","-","-","0.150"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2017","1123","0.568484","33.02491","25.66288","21.93330","29.43927","346.29781","405.18291","301.87571","3911.691","47.25612","129.2052","196.2468","8.9061","1.574420","0.050124","50.46215","0.812","0.157","0.031","-","0.054","0.845","0.001","-","0.100"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2018","1035","0.563089","35.29493","27.23864","23.91241","30.43205","326.26444","371.64804","292.02759","3727.639","46.46999","112.4944","185.6294","8.9085","1.707426","0.049738","50.97176","0.850","0.123","0.027","-","0.038","0.821","0.001","-","0.140"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2019","1163","0.615122","35.12703","27.09568","23.82353","30.22771","327.98590","373.03462","294.00177","3706.057","46.88364","116.9886","192.8307","8.5840","1.700473","0.051810","50.40854","0.815","0.132","0.053","-","0.013","0.865","0.000","-","0.122"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2020","1182","0.662514","35.75412","27.25146","24.16399","30.15840","326.11097","367.77872","294.67741","3729.486","46.87880","115.8977","190.6087","8.6354","1.702628","0.050905","50.96362","0.830","0.136","0.033","-","0.016","0.873","-","-","0.112"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","Prelim. 2021","-","0.574570","37.49577","28.20296","25.13737","31.06054","315.10874","353.53741","286.11869","3673.434","46.33453","117.6969","188.8460","8.6809","1.680170","0.051190","51.98541","0.924","0.041","0.034","-","0.011","0.622","-","-","0.367"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Alternative Fuel","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Alternative Fuel","2011","0","0.000466","11.53172","9.22457","8.55604","9.80237","963.40509","1,038.68113","906.61789","5882.716","61.23189","303.1811","251.1687","11.2840","0.832843","0.042930","29.91061","-","-","1.000","-","-","1.000","-","-","-"
"Minivan/Van","Alternative Fuel","2012","1","0.000960","14.46862","11.63333","10.37432","12.80571","763.92585","856.63487","693.98747","5719.340","60.37925","297.2890","227.2642","23.0322","0.763901","0.039719","34.11265","-","-","1.000","-","-","1.000","-","-","-"
"Minivan/Van","Alternative Fuel","2013","0","0.000144","11.62040","9.14030","8.94888","9.29022","972.28747","993.08565","956.59762","6500.000","65.20000","329.5280","255.0000","12.1728","0.773834","0.039231","29.70598","-","-","1.000","-","-","1.000","-","-","-"
"Minivan/Van","Alternative Fuel","2014","0","0.000270","11.62040","9.14030","8.94888","9.29022","972.28747","993.08565","956.59762","6500.000","65.20000","329.5280","255.0000","12.1700","0.773834","0.039231","29.70598","-","-","1.000","-","-","1.000","-","-","-"
"Minivan/Van","Alternative Fuel","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Alternative Fuel","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Alternative Fuel","2017","3","0.005396","77.97467","48.49993","62.47980","41.49570","126.26100","65.10000","172.40000","5000.000","58.00000","-","220.0000","7.5000","1.001432","0.044000","121.24982","1.000","-","-","-","-","-","-","-","1.000"
"Minivan/Van","Alternative Fuel","2018","13","0.026424","78.65430","48.49990","62.47980","41.49570","126.26100","65.10000","172.40000","5000.000","58.00000","-","220.0000","7.5000","1.001432","0.044000","121.24975","1.000","-","-","-","-","-","-","-","1.000"
"Minivan/Van","Alternative Fuel","2019","3","0.006279","72.66970","44.57880","58.05090","37.93710","141.14800","74.80000","191.20000","5000.000","58.00000","-","220.0000","7.5000","1.001432","0.044000","111.44700","1.000","-","-","-","-","-","-","-","1.000"
"Minivan/Van","Alternative Fuel","2020","8","0.020883","72.66970","44.57880","58.05090","37.93710","141.14800","74.80000","191.20000","5000.000","58.00000","-","220.0000","7.1000","1.001432","0.044000","111.44700","1.000","-","-","-","-","-","-","-","1.000"
"Minivan/Van","Alternative Fuel","Prelim. 2021","-","0.050759","72.66970","44.57880","58.05090","37.93710","141.14800","74.80000","191.20000","5000.000","57.70000","-","220.0000","8.5000","1.001432","0.044000","111.44700","1.000","-","-","-","-","-","-","-","1.000"
"Truck SUV","Alternative Fuel","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","Alternative Fuel","2015","1","0.000143","37.20000","26.50000","27.00000","26.10000","336.00000","329.00000","341.00000","6000.000","51.80000","-","416.0000","5.2000","2.270000","0.069300","79.40000","-","1.000","-","-","-","1.000","-","-","-"
"Truck SUV","Alternative Fuel","2016","10","0.002100","40.90000","28.20000","29.10000","27.60000","265.00000","229.00000","292.00000","5510.000","52.30000","-","277.0000","6.2100","2.070000","0.050300","77.90000","-","1.000","-","-","-","1.000","-","-","-"
"Truck SUV","Alternative Fuel","2017","10","0.001800","41.00000","28.50000","29.40000","27.80000","263.00000","228.00000","290.00000","5520.000","52.40000","-","283.0000","6.5800","2.090000","0.051300","78.80000","-","1.000","-","-","-","1.000","-","-","-"
"Truck SUV","Alternative Fuel","2018","18","0.003170","57.60000","39.80000","41.30000","38.80000","156.00000","132.00000","174.00000","5549.000","53.00000","-","371.0000","5.6800","2.120000","0.066400","148.00000","-","1.000","-","-","0.377","0.623","-","-","-"
"Truck SUV","Alternative Fuel","2019","30","0.005120","67.60000","47.30000","49.50000","45.80000","104.00000","86.80000","116.00000","5412.000","51.30000","-","331.0000","5.5800","1.850000","0.059500","160.00000","-","1.000","-","-","0.452","0.464","-","-","0.084"
"Truck SUV","Alternative Fuel","2020","26","0.004890","60.70000","40.90000","44.00000","38.80000","145.00000","114.00000","169.00000","5270.000","51.40000","-","347.0000","5.6400","2.060000","0.064000","138.00000","-","1.000","-","-","0.377","0.495","-","-","0.128"
"Truck SUV","Alternative Fuel","Prelim. 2021","-","0.015400","60.00000","39.20000","45.50000","35.60000","152.00000","101.00000","190.00000","5223.000","50.30000","-","275.0000","5.8600","1.840000","0.051400","120.00000","-","1.000","-","-","0.317","0.403","-","-","0.280"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2002","2464","0.296861","28.16337","22.80665","18.92643","27.34915","389.66705","469.55504","324.94615","3428.041","-","195.9297","171.3066","9.3209","0.883369","0.049506","39.09478","0.854","-","0.146","0.084","-","0.916","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2003","2015","0.254334","27.28513","22.10819","18.13492","26.74486","401.97766","490.04891","332.28815","3612.133","-","206.5040","182.9430","9.0357","0.892203","0.050396","39.92806","0.815","-","0.185","0.054","-","0.946","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2004","1669","0.221461","26.92841","21.78842","17.74902","26.43725","407.87726","500.70367","336.15450","3648.340","-","218.8129","193.7800","8.6992","0.890938","0.053064","39.79042","0.770","-","0.230","0.059","-","0.941","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2005","1621","0.202016","27.09050","21.80767","17.80577","26.26008","407.51713","499.10783","338.42239","3712.165","-","221.7733","200.7449","8.6402","0.918103","0.053738","40.48135","0.764","0.004","0.233","0.044","-","0.956","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2006","1298","0.162339","26.41221","21.33897","17.29100","25.91593","416.46816","513.96695","342.91643","3805.818","-","238.3999","221.2414","8.3118","0.931440","0.057639","40.71037","0.702","0.009","0.289","0.039","-","0.961","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2007","681","0.084291","25.48648","20.61588","16.73400","24.98893","431.07541","531.07461","355.63741","3793.564","-","237.0457","216.4283","8.6136","0.921587","0.056561","39.02561","0.585","0.007","0.408","0.072","-","0.928","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2008","455","0.062105","24.56426","19.97352","16.03320","24.51936","444.93913","554.28739","362.44834","3987.380","48.74776","266.3270","245.5454","8.0154","0.919329","0.062045","39.91609","0.506","0.002","0.491","0.071","-","0.929","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2009","123","0.021806","23.95890","19.46244","15.72908","23.70739","456.62323","565.00433","374.86204","4010.988","48.75497","291.5973","275.7386","7.3075","0.960190","0.070088","39.24577","0.184","0.008","0.809","0.106","-","0.894","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2010","138","0.022697","24.19361","19.63542","15.89228","23.87812","452.60056","559.20230","372.18170","4024.651","48.97861","301.6477","295.5943","7.0390","0.966086","0.074229","39.62045","-","-","1.000","0.309","-","0.691","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2011","117","0.020344","24.53760","19.96417","16.22336","24.16817","445.14737","547.79025","367.71502","4059.342","49.26805","299.7292","308.4605","7.2861","1.007864","0.076066","40.60085","0.158","-","0.842","0.192","-","0.808","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2012","62","0.008437","25.94182","21.16440","17.35345","25.36692","419.90316","512.11728","350.33812","3611.136","46.63260","266.3448","311.6049","7.3800","1.103243","0.080944","38.58527","0.444","-","0.556","0.356","-","0.644","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2013","62","0.007546","25.82117","21.00289","17.35530","24.96037","423.13227","512.06267","356.04443","3568.460","46.50056","266.1698","322.4593","7.3023","1.131962","0.084597","37.90108","0.448","-","0.552","0.347","-","0.653","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2014","58","0.007530","29.23284","23.59926","20.14327","27.10785","376.57953","441.18961","327.83858","3291.879","45.61328","186.5849","203.7797","9.1481","1.019787","0.056922","39.22343","0.747","-","0.253","0.284","-","0.716","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2015","50","0.006350","30.43869","24.28570","19.91813","29.09927","365.93552","446.17652","305.40285","3278.337","45.66033","188.7831","201.5798","9.1343","1.008000","0.056892","40.31051","0.741","-","0.259","0.283","-","0.717","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2016","2","0.000311","21.03672","17.34703","14.03816","21.09864","512.30671","633.06009","421.21205","4000.000","49.80000","378.3469","415.0000","5.1141","1.096877","0.103750","34.71531","-","-","1.000","0.320","-","0.680","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2017","18","0.002611","22.79177","18.84803","14.71443","23.91650","471.50811","603.96498","371.58451","4390.035","52.03023","387.8675","457.9039","4.9191","1.179993","0.104292","41.47474","-","-","1.000","0.159","-","0.841","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2018","22","0.003770","22.85708","18.89173","14.54954","24.38082","470.41755","610.80953","364.50781","4500.000","52.76525","390.5517","485.0000","4.7768","1.241833","0.107778","42.51857","-","-","1.000","0.084","-","0.916","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","2020","29","0.006725","22.83763","18.88336","14.52635","24.40559","470.62609","611.78478","364.13796","4500.000","52.84262","390.5517","485.0000","4.7765","1.241833","0.107778","42.49596","-","-","1.000","0.060","-","0.940","-","-","-"
"Sedan/Wagon","Port, Fixed Valve Timing, Two-Valve","Prelim. 2021","-","0.009341","23.38061","19.24812","14.98815","24.50158","461.70749","592.93501","362.71129","4500.000","52.60271","390.5517","485.0000","4.7764","1.241833","0.107778","43.32190","-","-","1.000","0.055","-","0.945","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","1999","301","0.615580","21.87172","17.87425","15.51803","20.58857","497.19578","572.68867","431.64724","3921.099","-","242.5067","169.0718","10.4919","0.703328","0.043208","35.05796","-","-","1.000","0.054","-","0.946","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2000","407","0.659614","21.25085","17.31386","15.03772","19.86306","513.28809","590.98055","447.41338","3938.773","-","238.7463","175.7170","9.8873","0.744622","0.044639","34.13248","-","-","1.000","0.040","-","0.960","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2001","423","0.569270","22.31858","18.06709","15.75594","20.56327","491.88877","564.04127","432.17831","3859.855","-","220.1749","183.3919","9.4986","0.851725","0.047371","35.05797","0.122","-","0.878","0.043","-","0.957","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2002","179","0.296976","22.84937","18.52217","15.78508","21.54633","479.80350","563.00012","412.46006","3916.493","-","223.3057","188.0329","9.5186","0.861434","0.047931","36.63149","0.397","-","0.603","0.036","-","0.964","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2003","183","0.318623","22.53128","18.11278","15.71017","20.60199","490.64808","565.68467","431.36614","3919.290","-","217.4821","189.6839","9.4344","0.883195","0.048280","35.60099","0.197","-","0.803","0.035","-","0.965","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2004","156","0.244959","23.28518","18.77803","15.81027","21.96220","473.26594","562.10309","404.64987","4000.000","-","213.9598","190.7061","9.5229","0.894652","0.047677","37.77188","0.380","-","0.620","0.021","-","0.979","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2005","264","0.324801","24.41342","19.58098","16.44879","22.86564","453.85878","540.28279","388.66172","4000.000","-","207.4683","188.3068","9.4332","0.907891","0.047077","39.26630","0.461","0.396","0.143","0.002","-","0.998","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2006","68","0.090436","23.83002","19.15486","16.03345","22.45231","463.95534","554.27865","395.81671","4000.000","-","219.1859","204.7584","9.0845","0.934321","0.051190","38.45393","0.524","-","0.476","0.015","-","0.985","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2007","159","0.173424","24.57678","19.71373","16.53867","23.05229","450.80259","537.34672","385.51491","4000.000","-","208.8659","191.0628","9.4508","0.914532","0.047766","39.45346","0.648","0.209","0.143","0.017","-","0.983","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2008","96","0.104017","25.44600","20.40459","17.04356","23.97062","435.53919","521.42849","370.74551","4000.000","48.61718","204.0000","185.0000","9.6566","0.906863","0.046250","40.82085","0.675","0.325","-","-","-","1.000","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2009","36","0.058572","25.43313","20.39158","17.04148","23.94224","435.81714","521.49222","371.18506","4000.000","48.62725","204.0000","185.0000","9.4375","0.906863","0.046250","40.79657","0.683","0.317","-","-","-","1.000","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2012","25","0.019719","23.48500","18.85229","15.95360","21.84680","471.40151","557.05295","406.78726","4000.000","44.90000","225.7877","210.0000","8.9911","0.930077","0.052500","37.70459","-","-","1.000","-","-","1.000","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Fixed Valve Timing, Two-Valve","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","1999","1281","0.875411","21.99281","18.04578","15.39972","21.21532","492.46979","577.08852","418.89534","4330.479","-","228.9070","183.0539","11.1152","0.806354","0.042232","39.16345","0.726","0.031","0.243","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2000","1325","0.783601","22.41934","18.32363","15.61733","21.48440","485.00209","569.04720","413.64898","4305.669","-","225.9349","182.1097","10.6389","0.812307","0.042285","39.58221","0.753","0.035","0.213","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2001","954","0.774360","21.60370","17.62712","14.97541","20.66054","504.16621","593.43940","430.14375","4601.502","-","240.9949","203.6438","10.0981","0.855088","0.044279","40.81994","0.603","0.112","0.285","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2002","890","0.716172","22.80926","18.51038","15.71376","21.62679","480.10899","565.55534","410.92549","4406.571","-","226.2978","194.1143","10.3139","0.865049","0.044120","41.09454","0.781","0.042","0.176","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2003","914","0.741737","23.45044","18.96138","16.02178","22.17948","468.68952","554.68242","400.68571","4380.676","-","225.6012","195.8827","10.1392","0.873647","0.044756","41.68988","0.778","0.068","0.154","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2004","454","0.476681","22.97912","18.57734","15.53859","21.88306","478.37859","571.93074","406.11324","4445.043","-","232.6550","198.0434","10.1416","0.856648","0.044605","41.37856","0.777","0.046","0.178","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2005","919","0.620423","23.61106","19.00188","15.86362","22.33513","467.69056","560.21251","397.89331","4388.300","-","223.9821","198.6755","9.9977","0.890221","0.045281","41.74243","0.891","0.022","0.086","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2006","617","0.528852","23.45903","18.90638","15.72521","22.31131","470.05297","565.14332","398.31813","4504.552","-","226.1969","198.2163","10.2431","0.879732","0.044012","42.64738","0.873","0.020","0.108","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2007","327","0.386091","23.25245","18.77489","15.54052","22.27169","473.34499","571.85974","399.02684","4497.719","-","226.3602","197.5147","10.3514","0.874654","0.043907","42.23940","0.903","0.012","0.085","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2008","295","0.373725","23.77334","19.15554","15.91265","22.63549","463.93893","558.48658","392.61350","4572.948","55.47452","225.1442","176.0919","10.9832","0.783302","0.038370","43.85228","0.904","0.014","0.082","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2009","151","0.411056","23.82638","19.19420","15.95066","22.67218","463.00455","557.15574","391.97822","4576.726","55.42334","223.4376","189.1512","10.3086","0.854559","0.041240","43.99090","0.901","0.016","0.083","-","-","1.000","-","-","-"
"Minivan/Van","Port, Fixed Valve Timing, Two-Valve","2010","263","0.470228","24.03690","19.39140","16.01870","23.05300","458.29599","554.78908","385.50295","4516.041","55.00695","224.3902","190.8523","10.1168","0.851721","0.042273","43.80396","0.968","-","0.032","-","-","1.000","-","-","-"
